CTRY,YEAR,CIRI,COW,POLITY,UNCTRY,UNREG,UNSUBREG,PHYSINT,DISAP,KILL,POLPRIS,TORT,OLD_EMPINX,NEW_EMPINX,ASSN,FORMOV,DOMMOV,OLD_MOVE,SPEECH,ELECSD,OLD_RELFRE,NEW_RELFRE,WORKER,WECON,WOPOL,WOSOC,INJUD
Afghanistan,1981,101,700,700,4,142,62,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,
Afghanistan,1982,101,700,700,4,142,62,0,0,0,0,0,2,,0,,,0,0,0,1,,0,0,1,0,
Afghanistan,1983,101,700,700,4,142,62,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,1,0,
Afghanistan,1984,101,700,700,4,142,62,0,0,0,0,0,1,,0,,,0,0,1,0,,0,0,1,0,
Afghanistan,1985,101,700,700,4,142,62,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,1,0,
Afghanistan,1986,101,700,700,4,142,62,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,1,0,
Afghanistan,1987,101,700,700,4,142,62,0,0,0,0,0,1,,0,,,0,0,1,0,,0,0,1,0,
Afghanistan,1988,101,700,700,4,142,62,0,0,0,0,0,2,,0,,,0,0,0,1,,0,0,1,0,
Afghanistan,1989,101,700,700,4,142,62,0,0,0,0,0,2,,0,,,0,0,0,1,,0,0,1,0,
Afghanistan,1990,101,700,700,4,142,62,0,0,0,0,0,2,,0,,,0,0,0,1,,0,0,1,0,
Afghanistan,1991,101,700,700,4,142,62,1,0,0,0,1,0,,0,,,0,0,0,0,,0,0,0,0,
Afghanistan,1992,101,700,700,4,142,62,,-77,-77,-77,-77,,,0,,,-77,-77,-77,-77,,-77,-77,-77,0,
Afghanistan,1993,101,700,700,4,142,62,,-77,-77,-77,-77,,,1,,,-77,-77,-77,-77,,-77,-77,-77,0,
Afghanistan,1994,101,700,700,4,142,62,,-77,-77,-77,-77,,,0,,,-77,-77,-77,-77,,-77,-77,-77,0,
Afghanistan,1995,101,700,700,4,142,62,,-77,-77,-77,-77,,,0,,,-77,-77,-77,-77,,-77,-77,-77,0,
Afghanistan,1996,101,700,700,4,142,62,0,0,0,0,0,3,,0,,,1,1,0,0,,0,0,0,0,
Afghanistan,1997,101,700,700,4,142,62,0,0,0,0,0,1,,0,,,0,1,0,0,,0,0,0,0,
Afghanistan,1998,101,700,700,4,142,62,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,
Afghanistan,1999,101,700,700,4,142,62,0,0,0,0,0,1,,0,,,0,1,0,0,,0,0,0,0,
Afghanistan,2000,101,700,700,4,142,62,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,
Afghanistan,2001,101,700,700,4,142,62,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,
Afghanistan,2002,101,700,700,4,142,62,3,1,1,0,1,4,,0,,,1,1,1,0,,0,0,0,0,
Afghanistan,2003,101,700,700,4,142,62,,-66,-66,-66,-66,1,,0,,,0,0,1,0,,0,0,1,0,
Afghanistan,2004,101,700,700,4,142,62,,-66,-66,-66,-66,2,,1,,,0,1,1,0,,0,0,2,1,
Afghanistan,2005,101,700,700,4,142,62,4,2,1,1,0,1,,1,,,0,0,1,0,,0,0,2,,
Afghanistan,2006,101,700,700,4,142,62,4,2,1,1,0,1,,1,,,0,0,1,0,,0,0,2,,
Afghanistan,2007,101,700,700,4,142,62,4,2,1,1,0,,3,1,1,0,,0,1,,0,0,0,3,1,0
Albania,1981,104,339,339,8,150,39,1,1,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
Albania,1982,104,339,339,8,150,39,2,2,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
Albania,1983,104,339,339,8,150,39,2,2,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
Albania,1984,104,339,339,8,150,39,1,1,0,0,0,1,,0,,,0,1,0,0,,0,1,2,1,
Albania,1985,104,339,339,8,150,39,,2,-999,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
Albania,1986,104,339,339,8,150,39,,2,-999,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
Albania,1987,104,339,339,8,150,39,,2,-999,0,1,1,,0,,,0,1,0,0,,0,1,2,1,
Albania,1988,104,339,339,8,150,39,,2,-999,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
Albania,1989,104,339,339,8,150,39,,2,-999,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
Albania,1990,104,339,339,8,150,39,3,2,1,0,0,2,,0,,,0,1,1,0,,0,1,2,1,
Albania,1991,104,339,339,8,150,39,4,2,1,0,1,8,,0,,,1,1,1,1,,2,1,1,-999,
Albania,1992,104,339,339,8,150,39,6,2,2,1,1,7,,1,,,1,1,1,1,,1,1,2,1,
Albania,1993,104,339,339,8,150,39,6,2,2,1,1,7,,0,,,1,1,1,1,,1,1,2,1,
Albania,1994,104,339,339,8,150,39,7,2,2,2,1,9,,1,,,1,1,2,1,,2,1,2,-999,
Albania,1995,104,339,339,8,150,39,4,2,0,1,1,9,,1,,,1,1,2,1,,2,1,2,1,
Albania,1996,104,339,339,8,150,39,4,2,1,1,0,7,,1,,,1,1,0,1,,2,1,2,1,
Albania,1997,104,339,339,8,150,39,4,2,1,1,0,8,,1,,,1,1,1,1,,2,1,2,1,
Albania,1998,104,339,339,8,150,39,5,2,1,1,1,8,,2,,,1,1,2,1,,1,1,2,1,
Albania,1999,104,339,339,8,150,39,5,2,1,2,0,9,,2,,,1,1,2,1,,2,1,2,1,
Albania,2000,104,339,339,8,150,39,3,2,1,0,0,7,,1,,,1,1,1,1,,1,1,2,1,
Albania,2001,104,339,339,8,150,39,6,2,2,2,0,9,,2,,,1,1,2,1,,2,1,2,1,
Albania,2002,104,339,339,8,150,39,6,2,2,2,0,8,,2,,,1,1,2,1,,1,1,2,1,
Albania,2003,104,339,339,8,150,39,5,2,1,2,0,8,,1,,,1,1,2,1,,1,2,2,-999,
Albania,2004,104,339,339,8,150,39,6,2,1,2,1,8,,1,,,1,1,2,1,,1,1,2,2,
Albania,2005,104,339,339,8,150,39,7,2,2,2,1,7,,2,,,1,1,1,1,,1,1,2,,
Albania,2006,104,339,339,8,150,39,6,2,2,2,0,7,,2,,,1,1,1,1,,1,1,2,,
Albania,2007,104,339,339,8,150,39,7,2,2,2,1,,9,2,2,1,,1,1,,1,1,2,2,1,0
Algeria,1981,107,615,615,12,2,15,7,2,1,2,2,6,,0,,,1,1,1,1,,0,1,1,0,
Algeria,1982,107,615,615,12,2,15,8,2,2,2,2,4,,0,,,1,0,0,1,,0,-999,1,-999,
Algeria,1983,107,615,615,12,2,15,7,2,2,2,1,4,,0,,,1,0,0,1,,0,-999,1,1,
Algeria,1984,107,615,615,12,2,15,5,2,1,1,1,5,,0,,,1,0,1,1,,0,1,1,0,
Algeria,1985,107,615,615,12,2,15,7,2,2,1,2,4,,0,,,1,0,0,1,,0,1,1,1,
Algeria,1986,107,615,615,12,2,15,6,2,2,1,1,2,,0,,,1,0,0,0,,0,1,1,1,
Algeria,1987,107,615,615,12,2,15,5,2,1,1,1,3,,0,,,1,0,1,0,,0,1,1,0,
Algeria,1988,107,615,615,12,2,15,4,2,2,0,0,4,,0,,,1,0,0,1,,0,1,1,0,
Algeria,1989,107,615,615,12,2,15,5,2,2,1,0,6,,0,,,1,1,0,1,,1,-999,1,0,
Algeria,1990,107,615,615,12,2,15,5,2,1,1,1,6,,0,,,1,1,1,1,,0,1,1,0,
Algeria,1991,107,615,615,12,2,15,4,1,2,0,1,4,,0,,,1,1,0,0,,1,1,1,0,
Algeria,1992,107,615,615,12,2,15,2,2,0,0,0,3,,0,,,1,0,0,0,,1,1,2,0,
Algeria,1993,107,615,615,12,2,15,2,2,0,0,0,4,,1,,,1,0,1,0,,1,1,1,0,
Algeria,1994,107,615,615,12,2,15,2,2,0,0,0,3,,1,,,1,0,0,0,,1,1,2,0,
Algeria,1995,107,615,615,12,2,15,0,0,0,0,0,2,,0,,,1,0,0,0,,0,1,2,0,
Algeria,1996,107,615,615,12,2,15,3,1,1,1,0,7,,1,,,1,1,1,1,,1,1,2,0,
Algeria,1997,107,615,615,12,2,15,0,0,0,0,0,4,,1,,,0,1,0,1,,1,1,2,0,
Algeria,1998,107,615,615,12,2,15,4,1,1,1,1,3,,0,,,0,0,0,1,,1,1,2,0,
Algeria,1999,107,615,615,12,2,15,0,0,0,0,0,3,,0,,,0,1,1,0,,1,1,2,0,
Algeria,2000,107,615,615,12,2,15,4,1,1,1,1,5,,0,,,1,1,0,0,,2,1,2,0,
Algeria,2001,107,615,615,12,2,15,4,2,1,1,0,5,,0,,,1,1,1,0,,1,1,2,0,
Algeria,2002,107,615,615,12,2,15,2,1,1,0,0,4,,0,,,1,1,1,0,,0,1,2,0,
Algeria,2003,107,615,615,12,2,15,1,1,0,0,0,1,,0,,,0,0,1,0,,0,1,2,1,
Algeria,2004,107,615,615,12,2,15,5,2,1,1,1,1,,0,,,0,0,1,0,,0,1,1,0,
Algeria,2005,107,615,615,12,2,15,5,2,1,1,1,3,,0,,,1,0,1,0,,0,1,2,,
Algeria,2006,107,615,615,12,2,15,1,1,0,0,0,1,,0,,,0,0,1,0,,0,1,2,,
Algeria,2007,107,615,615,12,2,15,4,2,1,1,0,,4,0,1,0,,0,1,,0,2,1,2,0,1
Andorra,1981,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1982,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1983,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1984,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1985,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1986,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1987,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1988,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1989,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1990,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1991,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1992,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1993,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1994,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1995,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1996,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1997,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1998,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,1999,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,2000,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,2001,110,232,232,20,150,39,8,2,2,2,2,9,,2,,,1,2,2,1,,1,1,2,1,
Andorra,2002,110,232,232,20,150,39,,,,,,,,,,,,,,,,,,,,
Andorra,2003,110,232,232,20,150,39,8,2,2,2,2,8,,2,,,1,1,2,1,,1,1,2,1,
Andorra,2004,110,232,232,20,150,39,8,2,2,2,2,9,,2,,,1,2,2,1,,1,1,2,-999,
Andorra,2005,110,232,232,20,150,39,8,2,2,2,2,9,,2,,,1,2,2,1,,1,1,2,,
Andorra,2006,110,232,232,20,150,39,8,2,2,2,2,9,,2,,,1,2,2,1,,1,1,2,,
Andorra,2007,110,232,232,20,150,39,8,2,2,2,2,,12,2,2,2,,2,2,,2,0,2,3,-999,2
Angola,1981,113,540,540,17,2,17,5,2,1,0,2,0,,0,,,0,0,0,0,,0,1,2,-999,
Angola,1982,113,540,540,17,2,17,2,2,0,0,0,2,,0,,,0,0,0,1,,0,-999,2,-999,
Angola,1983,113,540,540,17,2,17,2,2,0,0,0,2,,0,,,0,0,0,1,,0,-999,2,1,
Angola,1984,113,540,540,17,2,17,3,2,0,0,1,0,,0,,,0,0,0,0,,0,1,2,1,
Angola,1985,113,540,540,17,2,17,5,2,1,0,2,2,,0,,,0,0,0,1,,0,1,2,-999,
Angola,1986,113,540,540,17,2,17,4,2,1,0,1,2,,0,,,0,0,0,1,,0,-999,2,1,
Angola,1987,113,540,540,17,2,17,3,2,0,0,1,0,,0,,,0,0,0,0,,0,1,2,-999,
Angola,1988,113,540,540,17,2,17,4,2,1,0,1,0,,0,,,0,0,0,0,,0,-999,2,-999,
Angola,1989,113,540,540,17,2,17,1,1,0,0,0,0,,0,,,0,0,0,0,,0,-999,2,-999,
Angola,1990,113,540,540,17,2,17,3,1,0,1,1,1,,1,,,0,1,0,0,,0,-999,2,-999,
Angola,1991,113,540,540,17,2,17,1,0,0,0,1,4,,1,,,0,1,0,1,,1,-999,2,1,
Angola,1992,113,540,540,17,2,17,,-77,-77,-77,-77,,,1,,,-77,-77,-77,-77,,-77,-77,-77,1,
Angola,1993,113,540,540,17,2,17,2,1,0,0,1,4,,1,,,0,1,0,1,,1,2,2,1,
Angola,1994,113,540,540,17,2,17,2,1,0,1,0,2,,0,,,0,0,0,1,,0,1,2,1,
Angola,1995,113,540,540,17,2,17,1,0,1,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
Angola,1996,113,540,540,17,2,17,0,0,0,0,0,2,,0,,,0,0,0,1,,0,1,2,1,
Angola,1997,113,540,540,17,2,17,0,0,0,0,0,2,,0,,,0,0,0,1,,0,1,2,1,
Angola,1998,113,540,540,17,2,17,1,0,0,1,0,3,,0,,,0,0,0,1,,1,1,2,1,
Angola,1999,113,540,540,17,2,17,2,0,0,2,0,2,,0,,,0,0,0,1,,0,1,2,1,
Angola,2000,113,540,540,17,2,17,1,0,0,1,0,3,,1,,,0,0,0,1,,1,1,2,1,
Angola,2001,113,540,540,17,2,17,1,0,0,1,0,2,,0,,,0,0,0,1,,0,1,2,1,
Angola,2002,113,540,540,17,2,17,2,0,0,2,0,2,,1,,,0,0,0,1,,0,1,2,1,
Angola,2003,113,540,540,17,2,17,3,1,0,2,0,4,,1,,,0,1,1,1,,0,1,2,1,
Angola,2004,113,540,540,17,2,17,3,1,0,2,0,4,,1,,,0,1,1,1,,0,1,2,1,
Angola,2005,113,540,540,17,2,17,3,1,1,1,0,4,,1,,,0,1,1,1,,0,1,2,,
Angola,2006,113,540,540,17,2,17,4,2,1,1,0,4,,1,,,0,1,1,1,,0,1,2,,
Angola,2007,113,540,540,17,2,17,2,1,0,1,0,,6,1,1,0,,1,1,,1,1,1,2,1,1
Antigua and Barbuda,1981,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1982,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1983,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1984,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1985,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1986,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1987,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1988,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1989,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1990,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1991,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1992,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1993,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1994,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1995,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1996,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1997,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1998,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1999,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,2000,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,2001,116,58,58,28,419,29,7,2,2,2,1,8,,2,,,1,1,1,1,,2,2,1,2,
Antigua and Barbuda,2002,116,58,58,28,419,29,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,2003,116,58,58,28,419,29,7,2,2,2,1,8,,2,,,1,1,1,1,,2,2,2,1,
Antigua and Barbuda,2004,116,58,58,28,419,29,7,2,2,2,1,9,,2,,,1,1,2,1,,2,1,2,3,
Antigua and Barbuda,2005,116,58,58,28,419,29,7,2,2,2,1,9,,2,,,1,1,2,1,,2,1,2,,
Antigua and Barbuda,2006,116,58,58,28,419,29,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,,
Antigua and Barbuda,2007,116,58,58,28,419,29,7,2,2,2,1,,13,2,2,2,,1,2,,2,2,1,2,-999,2
Argentina,1981,119,160,160,32,419,5,1,1,0,0,0,4,,1,,,1,1,0,0,,1,-999,-999,-999,
Argentina,1982,119,160,160,32,419,5,5,2,1,1,1,7,,2,,,1,1,1,1,,1,1,1,1,
Argentina,1983,119,160,160,32,419,5,6,2,1,2,1,9,,2,,,1,2,2,1,,1,-999,1,-999,
Argentina,1984,119,160,160,32,419,5,6,2,1,1,2,7,,1,,,1,1,1,1,,1,1,1,1,
Argentina,1985,119,160,160,32,419,5,7,2,2,2,1,10,,1,,,1,2,2,1,,2,2,1,2,
Argentina,1986,119,160,160,32,419,5,8,2,2,2,2,10,,2,,,1,2,2,1,,2,2,1,2,
Argentina,1987,119,160,160,32,419,5,6,2,1,1,2,8,,2,,,1,1,1,1,,2,2,2,2,
Argentina,1988,119,160,160,32,419,5,6,2,2,1,1,10,,2,,,1,2,2,1,,2,2,2,2,
Argentina,1989,119,160,160,32,419,5,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,2,
Argentina,1990,119,160,160,32,419,5,4,1,1,2,0,10,,2,,,1,2,2,1,,2,1,2,1,
Argentina,1991,119,160,160,32,419,5,6,2,1,2,1,9,,2,,,1,2,2,1,,1,1,2,1,
Argentina,1992,119,160,160,32,419,5,6,1,2,2,1,7,,2,,,1,1,2,0,,2,1,2,1,
Argentina,1993,119,160,160,32,419,5,5,1,1,2,1,7,,2,,,1,1,2,0,,2,2,2,1,
Argentina,1994,119,160,160,32,419,5,5,2,1,2,0,7,,2,,,1,0,2,1,,1,1,2,-999,
Argentina,1995,119,160,160,32,419,5,7,2,1,2,2,9,,2,,,1,2,2,1,,1,1,2,-999,
Argentina,1996,119,160,160,32,419,5,5,2,1,1,1,9,,2,,,1,1,2,1,,2,1,2,-999,
Argentina,1997,119,160,160,32,419,5,5,2,1,1,1,9,,2,,,1,1,2,1,,2,1,2,-999,
Argentina,1998,119,160,160,32,419,5,3,2,0,1,0,9,,2,,,1,1,2,1,,2,1,2,-999,
Argentina,1999,119,160,160,32,419,5,4,2,1,1,0,9,,1,,,1,1,2,1,,2,1,2,-999,
Argentina,2000,119,160,160,32,419,5,3,2,0,1,0,9,,2,,,1,1,2,1,,2,1,2,-999,
Argentina,2001,119,160,160,32,419,5,3,2,0,1,0,9,,1,,,1,1,2,1,,2,1,3,-999,
Argentina,2002,119,160,160,32,419,5,4,2,1,1,0,10,,2,,,1,2,2,1,,2,1,3,-999,
Argentina,2003,119,160,160,32,419,5,5,2,0,2,1,9,,2,,,1,2,2,1,,1,1,3,-999,
Argentina,2004,119,160,160,32,419,5,4,2,0,2,0,9,,2,,,1,2,2,1,,1,2,3,3,
Argentina,2005,119,160,160,32,419,5,6,2,1,2,1,9,,2,,,1,2,2,1,,1,2,3,,
Argentina,2006,119,160,160,32,419,5,5,1,1,2,1,9,,2,,,1,2,2,1,,1,1,3,,
Argentina,2007,119,160,160,32,419,5,6,2,1,2,1,,12,2,2,2,,2,2,,1,1,2,3,2,1
Armenia,1981,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1982,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1983,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1984,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1985,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1986,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1987,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1988,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1989,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1990,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1991,122,371,371,51,142,145,,,,,,,,,,,,,,,,,,,,
Armenia,1992,122,371,371,51,142,145,8,2,2,2,2,4,,2,,,0,1,1,1,,0,0,2,0,
Armenia,1993,122,371,371,51,142,145,7,2,2,2,1,3,,2,,,0,1,2,0,,0,1,2,1,
Armenia,1994,122,371,371,51,142,145,7,2,2,2,1,3,,2,,,0,1,1,0,,1,1,2,1,
Armenia,1995,122,371,371,51,142,145,5,2,2,1,0,1,,1,,,0,1,0,0,,0,1,2,1,
Armenia,1996,122,371,371,51,142,145,5,2,2,0,1,2,,1,,,0,1,1,0,,0,1,2,1,
Armenia,1997,122,371,371,51,142,145,5,2,2,1,0,2,,1,,,0,1,1,0,,0,1,2,1,
Armenia,1998,122,371,371,51,142,145,4,2,1,1,0,2,,2,,,0,1,0,0,,1,1,2,1,
Armenia,1999,122,371,371,51,142,145,6,2,2,2,0,4,,2,,,0,1,1,0,,2,1,2,1,
Armenia,2000,122,371,371,51,142,145,4,2,1,1,0,2,,1,,,0,1,0,0,,1,1,1,1,
Armenia,2001,122,371,371,51,142,145,6,2,2,2,0,4,,2,,,0,1,1,0,,2,1,2,1,
Armenia,2002,122,371,371,51,142,145,6,2,2,2,0,4,,2,,,0,1,1,0,,2,1,2,1,
Armenia,2003,122,371,371,51,142,145,6,2,2,1,1,1,,2,,,0,1,0,0,,0,1,1,1,
Armenia,2004,122,371,371,51,142,145,4,2,2,0,0,5,,1,,,0,1,1,1,,1,1,1,2,
Armenia,2005,122,371,371,51,142,145,5,2,2,1,0,3,,1,,,0,1,1,0,,1,1,1,,
Armenia,2006,122,371,371,51,142,145,5,2,2,1,0,4,,1,,,1,1,1,0,,0,1,2,,
Armenia,2007,122,371,371,51,142,145,3,2,1,0,0,,5,1,1,1,,1,1,,0,0,2,2,1,0
Australia,1981,125,900,900,36,9,53,8,2,2,2,2,9,,2,,,1,2,1,1,,2,-999,2,-999,
Australia,1982,125,900,900,36,9,53,8,2,2,2,2,10,,2,,,1,2,2,1,,2,-999,2,-999,
Australia,1983,125,900,900,36,9,53,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Australia,1984,125,900,900,36,9,53,8,2,2,2,2,10,,2,,,1,2,2,1,,2,2,2,2,
Australia,1985,125,900,900,36,9,53,8,2,2,2,2,10,,2,,,1,2,2,1,,2,2,2,2,
Australia,1986,125,900,900,36,9,53,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,2,
Australia,1987,125,900,900,36,9,53,8,2,2,2,2,9,,2,,,1,2,1,1,,2,2,2,2,
Australia,1988,125,900,900,36,9,53,6,2,2,1,1,10,,2,,,1,2,2,1,,2,2,2,2,
Australia,1989,125,900,900,36,9,53,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,2,
Australia,1990,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,1,1,,2,2,2,2,
Australia,1991,125,900,900,36,9,53,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,3,
Australia,1992,125,900,900,36,9,53,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,3,
Australia,1993,125,900,900,36,9,53,8,2,2,2,2,8,,2,,,1,1,1,1,,2,2,2,3,
Australia,1994,125,900,900,36,9,53,6,2,2,1,1,9,,2,,,1,1,2,1,,2,2,2,2,
Australia,1995,125,900,900,36,9,53,8,2,2,2,2,10,,2,,,1,2,2,1,,2,2,2,2,
Australia,1996,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,2,2,2,
Australia,1997,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,2,2,3,
Australia,1998,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,2,2,2,
Australia,1999,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,2,2,3,
Australia,2000,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,2,2,3,
Australia,2001,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,2,2,3,
Australia,2002,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,2,2,3,
Australia,2003,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,3,2,3,
Australia,2004,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,3,2,2,
Australia,2005,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,3,2,,
Australia,2006,125,900,900,36,9,53,7,2,2,2,1,9,,2,,,1,2,2,1,,1,3,2,,
Australia,2007,125,900,900,36,9,53,7,2,2,2,1,,13,2,2,2,,2,2,,2,1,3,2,3,2
Austria,1981,128,305,305,40,150,155,8,2,2,2,2,10,,1,,,1,2,2,1,,2,2,2,2,
Austria,1982,128,305,305,40,150,155,8,2,2,2,2,9,,1,,,1,1,2,1,,2,1,2,-999,
Austria,1983,128,305,305,40,150,155,8,2,2,2,2,8,,1,,,1,1,1,1,,2,1,2,-999,
Austria,1984,128,305,305,40,150,155,8,2,2,2,2,10,,1,,,1,2,2,1,,2,1,2,-999,
Austria,1985,128,305,305,40,150,155,8,2,2,2,2,10,,1,,,1,2,2,1,,2,1,2,1,
Austria,1986,128,305,305,40,150,155,8,2,2,2,2,10,,1,,,1,2,2,1,,2,1,2,1,
Austria,1987,128,305,305,40,150,155,8,2,2,2,2,10,,1,,,1,2,2,1,,2,1,2,1,
Austria,1988,128,305,305,40,150,155,6,2,2,1,1,10,,1,,,1,2,2,1,,2,1,2,1,
Austria,1989,128,305,305,40,150,155,7,2,2,2,1,6,,1,,,1,1,1,0,,2,2,2,1,
Austria,1990,128,305,305,40,150,155,7,2,2,2,1,8,,1,,,1,2,2,0,,2,2,2,1,
Austria,1991,128,305,305,40,150,155,7,2,2,2,1,10,,1,,,1,2,2,1,,2,2,2,2,
Austria,1992,128,305,305,40,150,155,7,2,2,2,1,10,,1,,,1,2,2,1,,2,2,2,2,
Austria,1993,128,305,305,40,150,155,7,2,2,2,1,10,,1,,,1,2,2,1,,2,2,2,2,
Austria,1994,128,305,305,40,150,155,7,2,2,2,1,10,,1,,,1,2,2,1,,2,2,2,2,
Austria,1995,128,305,305,40,150,155,7,2,2,2,1,9,,1,,,1,1,2,1,,2,2,2,2,
Austria,1996,128,305,305,40,150,155,8,2,2,2,2,7,,1,,,1,1,2,0,,2,2,2,2,
Austria,1997,128,305,305,40,150,155,8,2,2,2,2,7,,1,,,1,1,2,0,,2,2,2,2,
Austria,1998,128,305,305,40,150,155,6,2,2,2,0,6,,1,,,1,1,2,0,,1,2,2,2,
