CTRY,YEAR,CIRI,COW,POLITY,UNCTRY,UNREG,UNSUBREG,PHYSINT,DISAP,KILL,POLPRIS,TORT,OLD_EMPINX,NEW_EMPINX,ASSN,FORMOV,DOMMOV,OLD_MOVE,SPEECH,ELECSD,OLD_RELFRE,NEW_RELFRE,WORKER,WECON,WOPOL,WOSOC,INJUD
Ireland,2004,347,205,205,372,150,154,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,-999,
Ireland,2005,347,205,205,372,150,154,7,2,2,2,1,9,,2,,,1,1,2,1,,2,2,2,,
Ireland,2006,347,205,205,372,150,154,7,2,2,2,1,9,,2,,,1,1,2,1,,2,2,2,,
Ireland,2007,347,205,205,372,150,154,7,2,2,2,1,,12,2,2,2,,1,2,,1,2,3,2,3,2
Israel,1981,350,666,666,376,142,145,2,1,1,0,0,5,,1,,,0,1,2,1,,0,2,2,1,
Israel,1982,350,666,666,376,142,145,4,1,1,1,1,7,,1,,,1,1,2,1,,0,2,2,1,
Israel,1983,350,666,666,376,142,145,4,2,1,0,1,5,,1,,,0,1,2,1,,0,2,2,1,
Israel,1984,350,666,666,376,142,145,4,2,2,0,0,5,,1,,,0,1,2,1,,0,2,2,1,
Israel,1985,350,666,666,376,142,145,3,1,1,1,0,5,,1,,,0,1,2,1,,0,2,2,1,
Israel,1986,350,666,666,376,142,145,4,1,1,1,1,7,,1,,,1,1,2,1,,0,2,2,1,
Israel,1987,350,666,666,376,142,145,3,2,1,0,0,6,,1,,,1,1,1,1,,0,2,2,1,
Israel,1988,350,666,666,376,142,145,4,1,1,1,1,7,,2,,,1,1,2,1,,0,2,2,1,
Israel,1989,350,666,666,376,142,145,2,2,0,0,0,7,,2,,,1,1,2,1,,0,2,2,1,
Israel,1990,350,666,666,376,142,145,5,2,2,1,0,7,,2,,,1,1,2,1,,0,2,2,1,
Israel,1991,350,666,666,376,142,145,3,2,1,0,0,7,,1,,,1,1,2,1,,0,2,2,1,
Israel,1992,350,666,666,376,142,145,3,2,0,1,0,7,,1,,,1,1,2,1,,0,2,2,1,
Israel,1993,350,666,666,376,142,145,4,2,1,1,0,8,,2,,,1,1,2,1,,1,2,2,1,
Israel,1994,350,666,666,376,142,145,2,2,0,0,0,8,,1,,,1,1,2,1,,1,2,2,-999,
Israel,1995,350,666,666,376,142,145,4,2,1,1,0,8,,1,,,1,1,2,1,,1,2,2,-999,
Israel,1996,350,666,666,376,142,145,5,2,1,1,1,9,,1,,,1,2,2,1,,1,2,2,1,
Israel,1997,350,666,666,376,142,145,3,2,1,0,0,9,,1,,,1,2,2,1,,1,2,2,1,
Israel,1998,350,666,666,376,142,145,4,2,1,0,1,8,,1,,,1,1,2,1,,1,2,2,1,
Israel,1999,350,666,666,376,142,145,3,2,1,0,0,8,,1,,,1,1,2,1,,1,2,2,1,
Israel,2000,350,666,666,376,142,145,3,1,0,1,1,8,,1,,,1,1,2,1,,1,2,2,1,
Israel,2001,350,666,666,376,142,145,2,2,0,0,0,9,,1,,,1,2,2,1,,1,2,2,1,
Israel,2002,350,666,666,376,142,145,2,2,0,0,0,9,,1,,,1,2,2,1,,1,2,2,1,
Israel,2003,350,666,666,376,142,145,2,2,0,0,0,6,,2,,,0,1,2,1,,1,2,2,1,
Israel,2004,350,666,666,376,142,145,2,2,0,0,0,8,,2,,,1,1,2,1,,1,2,2,0,
Israel,2005,350,666,666,376,142,145,2,2,0,0,0,5,,1,,,0,1,1,1,,1,2,2,,
Israel,2006,350,666,666,376,142,145,2,2,0,0,0,7,,1,,,1,1,1,1,,1,1,2,,
Israel,2007,350,666,666,376,142,145,2,2,0,0,0,,7,2,0,0,,2,2,,0,1,1,2,1,2
Italy,1981,353,325,325,380,150,39,7,2,2,1,2,10,,2,,,1,2,2,1,,2,2,2,2,
Italy,1982,353,325,325,380,150,39,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Italy,1983,353,325,325,380,150,39,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Italy,1984,353,325,325,380,150,39,8,2,2,2,2,10,,2,,,1,2,2,1,,2,2,2,2,
Italy,1985,353,325,325,380,150,39,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Italy,1986,353,325,325,380,150,39,8,2,2,2,2,9,,2,,,1,1,2,1,,2,1,2,1,
Italy,1987,353,325,325,380,150,39,6,2,2,1,1,10,,2,,,1,2,2,1,,2,2,2,2,
Italy,1988,353,325,325,380,150,39,8,2,2,2,2,10,,2,,,1,2,2,1,,2,2,2,1,
Italy,1989,353,325,325,380,150,39,6,2,2,1,1,10,,2,,,1,2,2,1,,2,2,2,1,
Italy,1990,353,325,325,380,150,39,7,2,2,2,1,9,,2,,,1,1,2,1,,2,2,2,2,
Italy,1991,353,325,325,380,150,39,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,2,
Italy,1992,353,325,325,380,150,39,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,3,
Italy,1993,353,325,325,380,150,39,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,3,
Italy,1994,353,325,325,380,150,39,6,2,2,2,0,8,,1,,,1,2,2,1,,0,2,2,3,
Italy,1995,353,325,325,380,150,39,6,2,2,2,0,9,,2,,,1,2,2,1,,1,2,2,3,
Italy,1996,353,325,325,380,150,39,7,2,2,2,1,10,,1,,,1,2,2,1,,2,2,2,2,
Italy,1997,353,325,325,380,150,39,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,2,
Italy,1998,353,325,325,380,150,39,8,2,2,2,2,10,,1,,,1,2,2,1,,2,2,2,3,
Italy,1999,353,325,325,380,150,39,5,2,1,1,1,10,,2,,,1,2,2,1,,2,2,2,2,
Italy,2000,353,325,325,380,150,39,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,3,
Italy,2001,353,325,325,380,150,39,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,3,
Italy,2002,353,325,325,380,150,39,7,2,2,2,1,9,,2,,,1,2,2,1,,1,2,2,2,
Italy,2003,353,325,325,380,150,39,6,2,2,2,0,9,,2,,,1,2,2,1,,1,2,2,3,
Italy,2004,353,325,325,380,150,39,6,2,1,2,1,9,,2,,,1,2,2,1,,1,2,2,2,
Italy,2005,353,325,325,380,150,39,7,2,2,2,1,8,,2,,,1,1,2,1,,1,2,2,,
Italy,2006,353,325,325,380,150,39,6,2,2,1,1,9,,2,,,1,2,2,1,,1,2,2,,
Italy,2007,353,325,325,380,150,39,6,2,1,2,1,,11,2,2,2,,1,2,,1,1,3,2,3,1
Jamaica,1981,356,51,51,388,419,29,7,2,2,2,1,9,,2,,,1,1,2,1,,2,1,2,1,
Jamaica,1982,356,51,51,388,419,29,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,1,
Jamaica,1983,356,51,51,388,419,29,7,1,2,2,2,10,,2,,,1,2,2,1,,2,1,2,2,
Jamaica,1984,356,51,51,388,419,29,6,2,1,2,1,9,,2,,,1,1,2,1,,2,2,2,2,
Jamaica,1985,356,51,51,388,419,29,6,2,1,2,1,9,,2,,,1,2,1,1,,2,2,2,2,
Jamaica,1986,356,51,51,388,419,29,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Jamaica,1987,356,51,51,388,419,29,5,2,1,1,1,9,,2,,,1,1,2,1,,2,2,2,1,
Jamaica,1988,356,51,51,388,419,29,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Jamaica,1989,356,51,51,388,419,29,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,1,1,
Jamaica,1990,356,51,51,388,419,29,6,2,1,2,1,9,,2,,,1,1,2,1,,2,2,2,1,
Jamaica,1991,356,51,51,388,419,29,6,2,2,2,0,10,,2,,,1,2,2,1,,2,2,2,2,
Jamaica,1992,356,51,51,388,419,29,5,2,1,2,0,10,,2,,,1,2,2,1,,2,2,2,2,
Jamaica,1993,356,51,51,388,419,29,4,2,1,1,0,10,,2,,,1,2,2,1,,2,2,2,1,
Jamaica,1994,356,51,51,388,419,29,5,2,1,2,0,10,,2,,,1,2,2,1,,2,2,2,2,
Jamaica,1995,356,51,51,388,419,29,5,2,1,2,0,10,,2,,,1,2,2,1,,2,2,2,2,
Jamaica,1996,356,51,51,388,419,29,6,2,1,2,1,10,,2,,,1,2,2,1,,2,2,2,1,
Jamaica,1997,356,51,51,388,419,29,6,2,1,2,1,9,,2,,,1,2,1,1,,2,2,2,1,
Jamaica,1998,356,51,51,388,419,29,6,2,1,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Jamaica,1999,356,51,51,388,419,29,6,2,1,2,1,10,,2,,,1,2,2,1,,2,2,2,2,
Jamaica,2000,356,51,51,388,419,29,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,2,
Jamaica,2001,356,51,51,388,419,29,6,2,1,2,1,10,,2,,,1,2,2,1,,2,2,2,1,
Jamaica,2002,356,51,51,388,419,29,6,2,1,2,1,8,,2,,,1,2,1,1,,1,2,2,1,
Jamaica,2003,356,51,51,388,419,29,5,2,0,2,1,8,,2,,,1,2,1,1,,1,1,2,1,
Jamaica,2004,356,51,51,388,419,29,4,1,0,2,1,8,,2,,,1,2,1,1,,1,1,2,2,
Jamaica,2005,356,51,51,388,419,29,5,2,0,2,1,8,,2,,,1,2,1,1,,1,1,2,,
Jamaica,2006,356,51,51,388,419,29,5,2,0,2,1,8,,2,,,1,2,1,1,,1,1,2,,
Jamaica,2007,356,51,51,388,419,29,5,2,0,2,1,,12,2,2,2,,2,1,,2,1,2,2,2,1
Japan,1981,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,1,1,
Japan,1982,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1983,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1984,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1985,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1986,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1987,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1988,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1989,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1990,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1991,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1992,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1993,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1994,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1995,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1996,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,1997,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,1,
Japan,1998,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,1,
Japan,1999,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,1,
Japan,2000,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,2001,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,2002,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,1,
Japan,2003,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,-999,
Japan,2004,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,1,2,2,
Japan,2005,359,740,740,392,142,30,7,2,2,2,1,10,,2,,,1,2,2,1,,2,2,2,,
Japan,2006,359,740,740,392,142,30,8,2,2,2,2,10,,2,,,1,2,2,1,,2,1,2,,
Japan,2007,359,740,740,392,142,30,8,2,2,2,2,,14,2,2,2,,2,2,,2,2,1,2,-999,2
Jordan,1981,362,663,663,400,142,145,5,2,1,0,2,6,,0,,,1,1,0,1,,1,1,1,1,
Jordan,1982,362,663,663,400,142,145,6,2,2,0,2,5,,0,,,1,1,0,1,,0,1,1,1,
Jordan,1983,362,663,663,400,142,145,6,2,2,0,2,6,,0,,,1,1,0,1,,1,1,1,1,
Jordan,1984,362,663,663,400,142,145,4,2,1,0,1,6,,0,,,1,0,1,1,,1,1,1,1,
Jordan,1985,362,663,663,400,142,145,5,2,2,0,1,6,,0,,,1,1,0,1,,1,1,1,1,
Jordan,1986,362,663,663,400,142,145,4,2,2,0,0,6,,0,,,1,1,0,1,,1,2,1,1,
Jordan,1987,362,663,663,400,142,145,4,2,1,0,1,5,,0,,,1,1,1,0,,1,1,1,1,
Jordan,1988,362,663,663,400,142,145,5,2,1,1,1,7,,0,,,1,1,0,1,,2,1,1,1,
Jordan,1989,362,663,663,400,142,145,6,2,2,1,1,7,,0,,,1,1,0,1,,2,2,1,1,
Jordan,1990,362,663,663,400,142,145,7,2,2,1,2,5,,0,,,1,1,1,0,,1,1,1,1,
Jordan,1991,362,663,663,400,142,145,6,2,2,1,1,5,,0,,,1,1,0,0,,2,1,1,0,
Jordan,1992,362,663,663,400,142,145,6,2,2,1,1,2,,1,,,0,1,0,0,,1,1,1,0,
Jordan,1993,362,663,663,400,142,145,6,2,2,1,1,2,,1,,,0,1,0,0,,1,1,2,0,
Jordan,1994,362,663,663,400,142,145,6,2,2,1,1,2,,1,,,0,1,0,0,,1,1,1,0,
Jordan,1995,362,663,663,400,142,145,4,2,1,0,1,1,,2,,,0,1,0,0,,0,1,1,0,
Jordan,1996,362,663,663,400,142,145,4,2,1,0,1,2,,1,,,0,1,0,0,,1,1,1,0,
Jordan,1997,362,663,663,400,142,145,5,2,2,0,1,2,,0,,,0,1,0,0,,1,1,1,0,
Jordan,1998,362,663,663,400,142,145,5,2,2,0,1,3,,0,,,0,2,0,0,,1,1,1,0,
Jordan,1999,362,663,663,400,142,145,4,2,1,0,1,3,,0,,,0,1,0,0,,2,1,1,0,
Jordan,2000,362,663,663,400,142,145,4,2,1,0,1,2,,0,,,0,1,0,0,,1,1,1,0,
Jordan,2001,362,663,663,400,142,145,5,2,2,0,1,2,,0,,,0,1,0,0,,1,1,1,0,
Jordan,2002,362,663,663,400,142,145,5,2,2,0,1,2,,0,,,0,1,0,0,,1,1,1,0,
Jordan,2003,362,663,663,400,142,145,5,2,2,0,1,2,,1,,,0,1,0,0,,1,1,2,0,
Jordan,2004,362,663,663,400,142,145,4,2,1,0,1,1,,1,,,0,0,0,0,,1,1,2,0,
Jordan,2005,362,663,663,400,142,145,5,2,2,0,1,1,,1,,,0,0,0,0,,1,1,2,,
Jordan,2006,362,663,663,400,142,145,4,2,1,1,0,3,,1,,,1,0,0,0,,1,1,1,,
Jordan,2007,362,663,663,400,142,145,4,2,1,1,0,,4,1,0,2,,0,0,,0,1,1,2,0,1
Kazakhstan,1981,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1982,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1983,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1984,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1985,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1986,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1987,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1988,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1989,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1990,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1991,365,705,705,398,142,62,,,,,,,,,,,,,,,,,,,,
Kazakhstan,1992,365,705,705,398,142,62,7,2,2,1,2,7,,1,,,1,1,1,1,,1,1,2,1,
Kazakhstan,1993,365,705,705,398,142,62,7,2,2,1,2,6,,1,,,1,1,2,0,,1,1,2,1,
Kazakhstan,1994,365,705,705,398,142,62,6,2,2,1,1,3,,1,,,1,0,0,0,,1,1,2,1,
Kazakhstan,1995,365,705,705,398,142,62,6,2,2,1,1,3,,1,,,1,0,0,0,,1,1,2,1,
Kazakhstan,1996,365,705,705,398,142,62,5,2,2,1,0,7,,1,,,1,1,1,1,,1,1,2,1,
Kazakhstan,1997,365,705,705,398,142,62,7,2,2,2,1,7,,0,,,1,1,1,1,,1,1,2,1,
Kazakhstan,1998,365,705,705,398,142,62,6,2,2,1,1,8,,0,,,1,2,1,1,,1,1,2,1,
Kazakhstan,1999,365,705,705,398,142,62,5,2,2,1,0,7,,0,,,1,1,0,1,,2,1,2,1,
Kazakhstan,2000,365,705,705,398,142,62,5,2,1,2,0,5,,0,,,1,0,0,1,,1,1,2,1,
Kazakhstan,2001,365,705,705,398,142,62,6,2,2,2,0,4,,0,,,1,1,0,0,,1,1,2,1,
Kazakhstan,2002,365,705,705,398,142,62,6,2,2,2,0,4,,0,,,1,1,1,0,,0,1,2,1,
Kazakhstan,2003,365,705,705,398,142,62,4,2,1,1,0,3,,0,,,1,1,0,0,,0,1,2,1,
Kazakhstan,2004,365,705,705,398,142,62,4,2,1,1,0,4,,1,,,1,0,0,1,,0,1,2,1,
Kazakhstan,2005,365,705,705,398,142,62,4,2,1,1,0,4,,1,,,1,0,0,1,,0,1,2,,
Kazakhstan,2006,365,705,705,398,142,62,4,2,1,1,0,3,,1,,,0,0,1,1,,0,1,2,,
Kazakhstan,2007,365,705,705,398,142,62,3,1,1,1,0,,3,0,1,1,,0,0,,1,0,1,2,1,0
Kenya,1981,368,501,501,404,2,14,6,2,2,1,1,5,,0,,,0,1,1,1,,1,1,1,1,
Kenya,1982,368,501,501,404,2,14,6,2,2,1,1,4,,1,,,0,0,1,1,,1,1,1,0,
Kenya,1983,368,501,501,404,2,14,6,2,2,1,1,6,,1,,,1,0,1,1,,1,1,1,1,
Kenya,1984,368,501,501,404,2,14,6,2,2,1,1,2,,1,,,0,1,0,0,,1,1,1,1,
Kenya,1985,368,501,501,404,2,14,5,2,2,1,0,5,,1,,,1,1,1,0,,1,1,2,1,
Kenya,1986,368,501,501,404,2,14,6,2,2,1,1,6,,0,,,1,1,1,0,,2,1,2,1,
Kenya,1987,368,501,501,404,2,14,5,2,2,0,1,4,,0,,,1,1,0,0,,1,1,2,1,
Kenya,1988,368,501,501,404,2,14,3,1,1,1,0,4,,0,,,1,1,0,0,,1,1,2,0,
Kenya,1989,368,501,501,404,2,14,4,2,1,1,0,1,,0,,,0,0,0,0,,1,1,1,0,
Kenya,1990,368,501,501,404,2,14,5,2,1,1,1,3,,0,,,1,1,0,0,,0,1,1,1,
Kenya,1991,368,501,501,404,2,14,3,2,1,0,0,5,,0,,,1,1,0,1,,0,1,1,1,
Kenya,1992,368,501,501,404,2,14,2,2,0,0,0,5,,0,,,1,1,0,1,,0,1,2,1,
Kenya,1993,368,501,501,404,2,14,5,2,1,1,1,4,,0,,,1,1,0,0,,1,1,2,1,
Kenya,1994,368,501,501,404,2,14,4,1,2,1,0,5,,0,,,1,0,1,1,,0,1,2,1,
Kenya,1995,368,501,501,404,2,14,4,1,2,1,0,5,,0,,,1,0,1,1,,0,1,2,1,
Kenya,1996,368,501,501,404,2,14,4,2,1,1,0,5,,0,,,1,1,1,0,,1,1,2,1,
Kenya,1997,368,501,501,404,2,14,4,2,1,1,0,5,,0,,,1,1,1,0,,1,1,1,1,
Kenya,1998,368,501,501,404,2,14,2,2,0,0,0,6,,0,,,1,1,1,0,,2,1,1,1,
Kenya,1999,368,501,501,404,2,14,1,1,0,0,0,5,,0,,,1,1,0,0,,2,1,1,1,
Kenya,2000,368,501,501,404,2,14,2,2,0,0,0,5,,0,,,1,1,1,0,,1,1,1,1,
Kenya,2001,368,501,501,404,2,14,3,2,1,0,0,5,,1,,,1,1,1,0,,1,1,1,1,
Kenya,2002,368,501,501,404,2,14,2,2,0,0,0,5,,1,,,1,1,1,0,,1,1,2,1,
Kenya,2003,368,501,501,404,2,14,3,2,0,1,0,3,,0,,,0,1,1,0,,1,1,2,0,
Kenya,2004,368,501,501,404,2,14,4,2,0,2,0,7,,0,,,1,1,1,1,,1,1,2,0,
Kenya,2005,368,501,501,404,2,14,3,2,0,1,0,8,,1,,,1,1,2,1,,1,1,2,,
Kenya,2006,368,501,501,404,2,14,3,2,0,1,0,7,,1,,,1,1,1,1,,1,0,2,,
Kenya,2007,368,501,501,404,2,14,3,2,0,1,0,,4,0,1,0,,1,1,,0,1,0,2,0,0
Kiribati,1981,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1982,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1983,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1984,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1985,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1986,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1987,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1988,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1989,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1990,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1991,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1992,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1993,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1994,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1995,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1996,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1997,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1998,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,1999,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,2000,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,2001,371,946,946,296,9,57,8,2,2,2,2,8,,2,,,1,1,2,1,,1,1,1,3,
Kiribati,2002,371,946,946,296,9,57,,,,,,,,,,,,,,,,,,,,
Kiribati,2003,371,946,946,296,9,57,8,2,2,2,2,8,,2,,,1,1,2,1,,1,2,2,3,
Kiribati,2004,371,946,946,296,9,57,8,2,2,2,2,9,,2,,,1,2,2,1,,1,1,1,2,
Kiribati,2005,371,946,946,296,9,57,8,2,2,2,2,8,,2,,,1,1,2,1,,1,1,1,,
Kiribati,2006,371,946,946,296,9,57,8,2,2,2,2,9,,2,,,1,2,2,1,,1,1,1,,
Kiribati,2007,371,946,946,296,9,57,8,2,2,2,2,,12,2,2,1,,1,2,,2,2,1,1,2,2
"Korea, Democratic People's Republic of",1981,374,731,731,408,142,30,2,1,1,0,0,1,,0,,,0,0,1,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1982,374,731,731,408,142,30,2,1,1,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1983,374,731,731,408,142,30,2,1,1,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1984,374,731,731,408,142,30,,-999,1,1,1,1,,0,,,0,0,1,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1985,374,731,731,408,142,30,1,1,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1986,374,731,731,408,142,30,1,1,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1987,374,731,731,408,142,30,2,1,1,0,0,1,,0,,,0,0,1,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1988,374,731,731,408,142,30,2,1,1,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1989,374,731,731,408,142,30,1,1,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1990,374,731,731,408,142,30,,-999,1,0,0,1,,0,,,0,0,1,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1991,374,731,731,408,142,30,,-999,1,0,1,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1992,374,731,731,408,142,30,,-999,1,0,1,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1993,374,731,731,408,142,30,,-999,1,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1994,374,731,731,408,142,30,,-999,1,0,1,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1995,374,731,731,408,142,30,3,1,1,0,1,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1996,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1997,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1998,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",1999,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",2000,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",2001,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",2002,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,2,1,
"Korea, Democratic People's Republic of",2003,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,0,1,
"Korea, Democratic People's Republic of",2004,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,2,-999,
"Korea, Democratic People's Republic of",2005,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,1,,
"Korea, Democratic People's Republic of",2006,374,731,731,408,142,30,0,0,0,0,0,0,,0,,,0,0,0,0,,0,1,2,,
"Korea, Democratic People's Republic of",2007,374,731,731,408,142,30,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,1,2,-999,0
"Korea, Republic of",1981,377,732,732,410,142,30,4,2,2,0,0,5,,0,,,1,0,1,1,,0,1,1,0,
"Korea, Republic of",1982,377,732,732,410,142,30,4,2,2,0,0,5,,0,,,1,0,1,1,,0,1,1,1,
"Korea, Republic of",1983,377,732,732,410,142,30,5,2,1,1,1,5,,1,,,1,0,1,1,,0,1,1,1,
"Korea, Republic of",1984,377,732,732,410,142,30,6,2,2,1,1,6,,1,,,1,1,1,1,,0,1,1,0,
"Korea, Republic of",1985,377,732,732,410,142,30,4,2,2,0,0,5,,0,,,1,0,1,1,,0,0,1,0,
"Korea, Republic of",1986,377,732,732,410,142,30,4,2,1,0,1,7,,0,,,1,1,1,1,,1,1,1,1,
