year_1,year_2,ccode_mean,ccode_min,ccode_max,country_min,country_max,group_min,group_max,numcode_mean,numcode_min,numcode_max,region_mean,region_min,region_max,year_mean,year_min,year_max,ecdis_mean,ecdis_min,ecdis_max,poldis_mean,poldis_min,poldis_max,agg_cnt
1940,1940,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1940.00000000,1940,1940,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1941,1941,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1941.00000000,1941,1941,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1942,1942,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1942.00000000,1942,1942,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1943,1943,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1943.00000000,1943,1943,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1944,1944,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1944.00000000,1944,1944,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1945,1945,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1945.00000000,1945,1945,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1946,1946,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1946.00000000,1946,1946,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1947,1947,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1947.00000000,1947,1947,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1948,1948,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1948.00000000,1948,1948,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1949,1949,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1949.00000000,1949,1949,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1950,1950,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1950.00000000,1950,1950,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1951,1951,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1951.00000000,1951,1951,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1952,1952,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1952.00000000,1952,1952,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1953,1953,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1953.00000000,1953,1953,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1954,1954,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1954.00000000,1954,1954,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1955,1955,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1955.00000000,1955,1955,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1956,1956,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1956.00000000,1956,1956,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1957,1957,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1957.00000000,1957,1957,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1958,1958,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1958.00000000,1958,1958,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1959,1959,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1959.00000000,1959,1959,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1960,1960,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1960.00000000,1960,1960,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1961,1961,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1961.00000000,1961,1961,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1962,1962,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1962.00000000,1962,1962,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1963,1963,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1963.00000000,1963,1963,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1964,1964,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1964.00000000,1964,1964,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1965,1965,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1965.00000000,1965,1965,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1966,1966,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1966.00000000,1966,1966,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1967,1967,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1967.00000000,1967,1967,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1968,1968,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1968.00000000,1968,1968,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1969,1969,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1969.00000000,1969,1969,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1970,1970,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1970.00000000,1970,1970,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1971,1971,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1971.00000000,1971,1971,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1972,1972,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1972.00000000,1972,1972,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1973,1973,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1973.00000000,1973,1973,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1974,1974,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1974.00000000,1974,1974,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1975,1975,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1975.00000000,1975,1975,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1976,1976,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1976.00000000,1976,1976,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1977,1977,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1977.00000000,1977,1977,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1978,1978,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1978.00000000,1978,1978,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1979,1979,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1979.00000000,1979,1979,-99.00000000, -99, -99,-99.00000000, -99, -99,   4
1980,1980,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1980.00000000,1980,1980,1.75000000,   1,   3,0.75000000,   0,   1,   4
1981,1981,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1981.00000000,1981,1981,1.75000000,   1,   3,0.75000000,   0,   1,   4
1982,1982,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1982.00000000,1982,1982,1.75000000,   1,   3,0.75000000,   0,   1,   4
1983,1983,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1983.00000000,1983,1983,1.75000000,   1,   3,0.75000000,   0,   1,   4
1984,1984,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1984.00000000,1984,1984,1.75000000,   1,   3,0.75000000,   0,   1,   4
1985,1985,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1985.00000000,1985,1985,1.75000000,   1,   3,0.75000000,   0,   1,   4
1986,1986,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1986.00000000,1986,1986,1.75000000,   1,   3,0.75000000,   0,   1,   4
1987,1987,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1987.00000000,1987,1987,1.75000000,   1,   3,0.75000000,   0,   1,   4
1988,1988,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1988.00000000,1988,1988,1.75000000,   1,   3,0.75000000,   0,   1,   4
1989,1989,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1989.00000000,1989,1989,1.75000000,   1,   3,0.75000000,   0,   1,   4
1990,1990,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1990.00000000,1990,1990,1.25000000,   1,   2,0.75000000,   0,   1,   4
1991,1991,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1991.00000000,1991,1991,1.25000000,   1,   2,0.75000000,   0,   1,   4
1992,1992,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1992.00000000,1992,1992,1.25000000,   1,   2,0.75000000,   0,   1,   4
1993,1993,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1993.00000000,1993,1993,1.25000000,   1,   2,0.75000000,   0,   1,   4
1994,1994,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1994.00000000,1994,1994,1.25000000,   1,   2,0.75000000,   0,   1,   4
1995,1995,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1995.00000000,1995,1995,1.25000000,   1,   2,0.75000000,   0,   1,   4
1996,1996,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1996.00000000,1996,1996,1.25000000,   1,   2,0.75000000,   0,   1,   4
1997,1997,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1997.00000000,1997,1997,1.25000000,   1,   2,0.75000000,   0,   1,   4
1998,1998,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1998.00000000,1998,1998,1.25000000,   1,   2,0.75000000,   0,   1,   4
1999,1999,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,1999.00000000,1999,1999,1.25000000,   1,   2,0.75000000,   0,   1,   4
2000,2000,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,2000.00000000,2000,2000,1.00000000,   1,   1,0.75000000,   0,   1,   4
2001,2001,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,2001.00000000,2001,2001,1.00000000,   1,   1,0.75000000,   0,   1,   4
2002,2002,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,2002.00000000,2002,2002,1.00000000,   1,   1,0.75000000,   0,   1,   4
2003,2003,2.00000000,   2,   2,"USA","USA","AFRICAN-AMERICANS","NATIVE HAWAIIANS",202.50000000, 201, 204,0.00000000,   0,   0,2003.00000000,2003,2003,1.00000000,   1,   1,0.75000000,   0,   1,   4
1940,1940,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1940.00000000,1940,1940,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1941,1941,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1941.00000000,1941,1941,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1942,1942,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1942.00000000,1942,1942,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1943,1943,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1943.00000000,1943,1943,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1944,1944,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1944.00000000,1944,1944,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1945,1945,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1945.00000000,1945,1945,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1946,1946,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1946.00000000,1946,1946,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1947,1947,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1947.00000000,1947,1947,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1948,1948,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1948.00000000,1948,1948,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1949,1949,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1949.00000000,1949,1949,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1950,1950,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1950.00000000,1950,1950,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1951,1951,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1951.00000000,1951,1951,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1952,1952,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1952.00000000,1952,1952,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1953,1953,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1953.00000000,1953,1953,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1954,1954,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1954.00000000,1954,1954,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1955,1955,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1955.00000000,1955,1955,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1956,1956,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1956.00000000,1956,1956,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1957,1957,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1957.00000000,1957,1957,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1958,1958,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1958.00000000,1958,1958,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1959,1959,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1959.00000000,1959,1959,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1960,1960,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1960.00000000,1960,1960,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1961,1961,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1961.00000000,1961,1961,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1962,1962,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1962.00000000,1962,1962,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1963,1963,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1963.00000000,1963,1963,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1964,1964,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1964.00000000,1964,1964,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1965,1965,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1965.00000000,1965,1965,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1966,1966,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1966.00000000,1966,1966,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1967,1967,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1967.00000000,1967,1967,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1968,1968,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1968.00000000,1968,1968,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1969,1969,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1969.00000000,1969,1969,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1970,1970,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1970.00000000,1970,1970,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1971,1971,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1971.00000000,1971,1971,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1972,1972,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1972.00000000,1972,1972,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1973,1973,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1973.00000000,1973,1973,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1974,1974,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1974.00000000,1974,1974,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1975,1975,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1975.00000000,1975,1975,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1976,1976,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1976.00000000,1976,1976,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1977,1977,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1977.00000000,1977,1977,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1978,1978,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1978.00000000,1978,1978,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1979,1979,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1979.00000000,1979,1979,-99.00000000, -99, -99,-99.00000000, -99, -99,   3
1980,1980,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1980.00000000,1980,1980,1.33333333,   0,   3,0.66666667,   0,   2,   3
1981,1981,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1981.00000000,1981,1981,1.33333333,   0,   3,0.66666667,   0,   2,   3
1982,1982,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1982.00000000,1982,1982,1.33333333,   0,   3,0.66666667,   0,   2,   3
1983,1983,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1983.00000000,1983,1983,1.33333333,   0,   3,0.66666667,   0,   2,   3
1984,1984,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1984.00000000,1984,1984,1.33333333,   0,   3,0.66666667,   0,   2,   3
1985,1985,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1985.00000000,1985,1985,1.33333333,   0,   3,0.66666667,   0,   2,   3
1986,1986,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1986.00000000,1986,1986,1.33333333,   0,   3,0.66666667,   0,   2,   3
1987,1987,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1987.00000000,1987,1987,1.33333333,   0,   3,0.66666667,   0,   2,   3
1988,1988,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1988.00000000,1988,1988,1.33333333,   0,   3,0.66666667,   0,   2,   3
1989,1989,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1989.00000000,1989,1989,1.33333333,   0,   3,0.66666667,   0,   2,   3
1990,1990,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1990.00000000,1990,1990,0.66666667,   0,   1,0.66666667,   0,   2,   3
1991,1991,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1991.00000000,1991,1991,0.66666667,   0,   1,0.33333333,   0,   1,   3
1992,1992,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1992.00000000,1992,1992,0.66666667,   0,   1,0.33333333,   0,   1,   3
1993,1993,20.00000000,  20,  20,"CANADA","CANADA","FRENCH CANADIANS","QUEBECOIS",2002.00000000,2001,2003,0.00000000,   0,   0,1993.00000000,1993,1993,0.66666667,   0,   1,0.33333333,   0,   1,   3
