year_1,year_2,ccode_mean,ccode_min,ccode_max,country_min,country_max,group_min,group_max,numcode_mean,numcode_min,numcode_max,region_mean,region_min,region_max,year_mean,year_min,year_max,ecdis_mean,ecdis_min,ecdis_max,poldis_mean,poldis_min,poldis_max,agg_cnt
2003,2003,91.00000000,  91,  91,"HONDURAS","HONDURAS","BLACK KARIBS","INDIGENOUS PEOPLES",9101.50000000,9101,9102,7.00000000,   7,   7,2003.00000000,2003,2003,3.50000000,   3,   4,3.00000000,   3,   3,   2
1940,1940,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1940.00000000,1940,1940,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1941,1941,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1941.00000000,1941,1941,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1942,1942,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1942.00000000,1942,1942,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1943,1943,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1943.00000000,1943,1943,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1944,1944,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1944.00000000,1944,1944,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1945,1945,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1945.00000000,1945,1945,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1946,1946,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1946.00000000,1946,1946,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1947,1947,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1947.00000000,1947,1947,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1948,1948,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1948.00000000,1948,1948,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1949,1949,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1949.00000000,1949,1949,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1950,1950,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1950.00000000,1950,1950,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1951,1951,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1951.00000000,1951,1951,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1952,1952,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1952.00000000,1952,1952,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1953,1953,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1953.00000000,1953,1953,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1954,1954,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1954.00000000,1954,1954,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1955,1955,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1955.00000000,1955,1955,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1956,1956,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1956.00000000,1956,1956,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1957,1957,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1957.00000000,1957,1957,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1958,1958,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1958.00000000,1958,1958,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1959,1959,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1959.00000000,1959,1959,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1960,1960,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1960.00000000,1960,1960,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1961,1961,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1961.00000000,1961,1961,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1962,1962,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1962.00000000,1962,1962,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1963,1963,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1963.00000000,1963,1963,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1964,1964,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1964.00000000,1964,1964,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1965,1965,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1965.00000000,1965,1965,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1966,1966,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1966.00000000,1966,1966,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1967,1967,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1967.00000000,1967,1967,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1968,1968,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1968.00000000,1968,1968,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1969,1969,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1969.00000000,1969,1969,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1970,1970,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1970.00000000,1970,1970,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1971,1971,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1971.00000000,1971,1971,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1972,1972,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1972.00000000,1972,1972,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1973,1973,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1973.00000000,1973,1973,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1974,1974,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1974.00000000,1974,1974,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1975,1975,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1975.00000000,1975,1975,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1976,1976,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1976.00000000,1976,1976,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1977,1977,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1977.00000000,1977,1977,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1978,1978,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1978.00000000,1978,1978,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1979,1979,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1979.00000000,1979,1979,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1980,1980,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1980.00000000,1980,1980,4.00000000,   4,   4,4.00000000,   4,   4,   1
1981,1981,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1981.00000000,1981,1981,4.00000000,   4,   4,4.00000000,   4,   4,   1
1982,1982,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1982.00000000,1982,1982,4.00000000,   4,   4,4.00000000,   4,   4,   1
1983,1983,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1983.00000000,1983,1983,4.00000000,   4,   4,4.00000000,   4,   4,   1
1984,1984,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1984.00000000,1984,1984,4.00000000,   4,   4,4.00000000,   4,   4,   1
1985,1985,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1985.00000000,1985,1985,4.00000000,   4,   4,4.00000000,   4,   4,   1
1986,1986,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1986.00000000,1986,1986,4.00000000,   4,   4,4.00000000,   4,   4,   1
1987,1987,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1987.00000000,1987,1987,4.00000000,   4,   4,4.00000000,   4,   4,   1
1988,1988,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1988.00000000,1988,1988,4.00000000,   4,   4,4.00000000,   4,   4,   1
1989,1989,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1989.00000000,1989,1989,4.00000000,   4,   4,4.00000000,   4,   4,   1
1990,1990,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1990.00000000,1990,1990,4.00000000,   4,   4,4.00000000,   4,   4,   1
1991,1991,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1991.00000000,1991,1991,4.00000000,   4,   4,4.00000000,   4,   4,   1
1992,1992,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1992.00000000,1992,1992,4.00000000,   4,   4,2.00000000,   2,   2,   1
1993,1993,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1993.00000000,1993,1993,2.00000000,   2,   2,2.00000000,   2,   2,   1
1994,1994,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1994.00000000,1994,1994,3.00000000,   3,   3,2.00000000,   2,   2,   1
1995,1995,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1995.00000000,1995,1995,3.00000000,   3,   3,2.00000000,   2,   2,   1
1996,1996,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1996.00000000,1996,1996,3.00000000,   3,   3,2.00000000,   2,   2,   1
1997,1997,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1997.00000000,1997,1997,3.00000000,   3,   3,2.00000000,   2,   2,   1
1998,1998,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1998.00000000,1998,1998,3.00000000,   3,   3,2.00000000,   2,   2,   1
1999,1999,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,1999.00000000,1999,1999,3.00000000,   3,   3,2.00000000,   2,   2,   1
2000,2000,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,2000.00000000,2000,2000,3.00000000,   3,   3,2.00000000,   2,   2,   1
2001,2001,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,2001.00000000,2001,2001,3.00000000,   3,   3,2.00000000,   2,   2,   1
2002,2002,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,2002.00000000,2002,2002,3.00000000,   3,   3,2.00000000,   2,   2,   1
2003,2003,92.00000000,  92,  92,"EL SALVADOR","EL SALVADOR","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9201.00000000,9201,9201,7.00000000,   7,   7,2003.00000000,2003,2003,3.00000000,   3,   3,2.00000000,   2,   2,   1
1940,1940,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1940.00000000,1940,1940,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1941,1941,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1941.00000000,1941,1941,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1942,1942,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1942.00000000,1942,1942,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1943,1943,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1943.00000000,1943,1943,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1944,1944,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1944.00000000,1944,1944,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1945,1945,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1945.00000000,1945,1945,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1946,1946,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1946.00000000,1946,1946,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1947,1947,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1947.00000000,1947,1947,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1948,1948,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1948.00000000,1948,1948,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1949,1949,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1949.00000000,1949,1949,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1950,1950,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1950.00000000,1950,1950,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1951,1951,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1951.00000000,1951,1951,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1952,1952,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1952.00000000,1952,1952,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1953,1953,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1953.00000000,1953,1953,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1954,1954,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1954.00000000,1954,1954,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1955,1955,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1955.00000000,1955,1955,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1956,1956,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1956.00000000,1956,1956,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1957,1957,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1957.00000000,1957,1957,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1958,1958,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1958.00000000,1958,1958,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1959,1959,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1959.00000000,1959,1959,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1960,1960,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1960.00000000,1960,1960,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1961,1961,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1961.00000000,1961,1961,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1962,1962,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1962.00000000,1962,1962,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1963,1963,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1963.00000000,1963,1963,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1964,1964,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1964.00000000,1964,1964,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1965,1965,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1965.00000000,1965,1965,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1966,1966,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1966.00000000,1966,1966,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1967,1967,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1967.00000000,1967,1967,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1968,1968,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1968.00000000,1968,1968,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1969,1969,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1969.00000000,1969,1969,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1970,1970,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1970.00000000,1970,1970,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1971,1971,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1971.00000000,1971,1971,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1972,1972,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1972.00000000,1972,1972,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1973,1973,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1973.00000000,1973,1973,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1974,1974,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1974.00000000,1974,1974,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1975,1975,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1975.00000000,1975,1975,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1976,1976,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1976.00000000,1976,1976,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1977,1977,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1977.00000000,1977,1977,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
1978,1978,93.00000000,  93,  93,"NICARAGUA","NICARAGUA","INDIGENOUS PEOPLES","INDIGENOUS PEOPLES",9302.00000000,9302,9302,7.00000000,   7,   7,1978.00000000,1978,1978,-99.00000000, -99, -99,-99.00000000, -99, -99,   1
